Src	EqId	Version	Datetime	Lat	Lon	Magnitude	Depth	NST	Region
us	c000cy6i	?	"Saturday, September 29, 2012 16:13:30 UTC"	-56.1919	-26.9129	4.7	82.33	?	"59km NNE of Visokoi Island	 "
us	b000d9kg	?	"Saturday, September 29, 2012 16:10:59 UTC"	7.689	124.973	4.3	71.8	?	"3km WNW of Don Carlos	 Philippines"
us	c000cy5j	?	"Saturday, September 29, 2012 14:12:01 UTC"	13.845	120.724	5	153.9	?	"2km E of Hukay	 Philippines"
ci	15222529	?	"Saturday, September 29, 2012 13:14:32 UTC"	32.2153	-115.2103	2.5	10	?	"4km WSW of Alberto Oviedo Mota	 Mexico"
pr	12273015	?	"Saturday, September 29, 2012 12:56:14 UTC"	18.1755	-67.3943	2.5	20	?	"22km SW of Stella	 Puerto Rico"
pr	12273013	?	"Saturday, September 29, 2012 12:40:08 UTC"	19.5778	-64.2673	3.4	60	?	"133km NNE of Road Town	 British Virgin Islands"
ak	10567242	?	"Saturday, September 29, 2012 12:27:13 UTC"	51.5161	-178.18	3	19.9	?	"41km S of Tanaga Volcano	 Alaska"
pr	12273017	?	"Saturday, September 29, 2012 12:17:17 UTC"	19.6345	-64.2639	2.9	51	?	"139km NNE of Road Town	 British Virgin Islands"
pr	12273016	?	"Saturday, September 29, 2012 12:14:15 UTC"	19.1445	-64.9531	2.6	7	?	"88km N of Charlotte Amalie	 U.S. Virgin Islands"
us	c000cy4g	?	"Saturday, September 29, 2012 11:53:59 UTC"	16.265	-98.267	4.2	17.6	?	"27km WSW of Santiago Pinotepa Nacional	 Mexico"
us	c000cy44	?	"Saturday, September 29, 2012 11:24:32 UTC"	6.098	92.79	5.3	22.5	?	"214km SSW of Mohean	 India"
pr	12273012	?	"Saturday, September 29, 2012 11:24:12 UTC"	19.5725	-64.3541	2.5	71	?	"130km NNE of Road Town	 British Virgin Islands"
us	c000cy40	?	"Saturday, September 29, 2012 11:00:17 UTC"	51.038	179.167	4.5	35	?	"105km SSW of Semisopochnoi Island	 Alaska"
pr	12273014	?	"Saturday, September 29, 2012 10:52:16 UTC"	19.7192	-64.3707	2.9	43	?	"146km N of Road Town	 British Virgin Islands"
pr	12273011	?	"Saturday, September 29, 2012 10:30:43 UTC"	19.4008	-64.1902	3.3	91	?	"117km NNE of Road Town	 British Virgin Islands"
us	c000cy3t	?	"Saturday, September 29, 2012 10:11:14 UTC"	39.716	144.129	4.7	10	?	"186km E of Miyako	 Japan"
pr	12273010	?	"Saturday, September 29, 2012 10:00:44 UTC"	17.9472	-65.3681	2.7	12	?	"19km SSE of Esperanza	 Puerto Rico"
us	c000cy3p	?	"Saturday, September 29, 2012 09:52:49 UTC"	26.914	143.841	4.7	10	?	"162km E of Chichi-shima	 Japan"
pr	12273009	?	"Saturday, September 29, 2012 09:47:26 UTC"	19.5065	-64.1579	3.3	72	?	"129km NNE of Road Town	 British Virgin Islands"
ak	10569493	?	"Saturday, September 29, 2012 09:36:31 UTC"	54.4669	-164.6432	2.6	160.7	?	"82km ENE of Akutan	 Alaska"
us	c000cy2t	?	"Saturday, September 29, 2012 07:34:45 UTC"	35.482	140.99	4.6	47.5	?	"31km SSE of Hasaki	 Japan"
us	c000cy2k	?	"Saturday, September 29, 2012 07:11:10 UTC"	15.894	-98.668	5.5	15.8	?	"68km SSW of Cuajinicuilapa	 Mexico"
pr	12273007	?	"Saturday, September 29, 2012 07:05:21 UTC"	19.5923	-64.226	3.3	70	?	"136km NNE of Road Town	 British Virgin Islands"
pr	12273004	?	"Saturday, September 29, 2012 06:46:22 UTC"	19.0844	-64.8783	2.7	41	?	"78km NNW of Road Town	 British Virgin Islands"
us	c000cy29	?	"Saturday, September 29, 2012 06:17:06 UTC"	44.185	-127.851	4.2	10	?	"299km WNW of Barview	 Oregon"
ak	10567179	?	"Saturday, September 29, 2012 05:57:46 UTC"	52.9291	-168.7892	2.8	82.4	?	"5km E of Nikolski	 Alaska"
us	c000cy28	?	"Saturday, September 29, 2012 05:26:11 UTC"	7.132	-71.935	4.5	35	?	"24km NE of Cubara	 Colombia"
us	c000cy27	?	"Saturday, September 29, 2012 05:25:42 UTC"	35.37	27.86	4.6	17	?	"60km ESE of Karpathos	 Greece"
ak	10567167	?	"Saturday, September 29, 2012 05:15:03 UTC"	51.5726	-178.196	2.7	26.9	?	"34km S of Tanaga Volcano	 Alaska"
pr	12273008	?	"Saturday, September 29, 2012 05:02:58 UTC"	19.7115	-64.3105	2.8	25	?	"146km NNE of Road Town	 British Virgin Islands"
us	2012gcc9	?	"Saturday, September 29, 2012 05:00:40 UTC"	17.144	-94.579	4	139.2	?	"51km E of Palomares	 Mexico"
pr	12273003	?	"Saturday, September 29, 2012 04:51:57 UTC"	19.533	-64.3355	3.4	66	?	"127km NNE of Road Town	 British Virgin Islands"
pr	12273002	?	"Saturday, September 29, 2012 04:43:44 UTC"	18.7103	-65.0497	3.1	17	?	"42km NNW of Charlotte Amalie	 U.S. Virgin Islands"
us	2012gcb2	?	"Saturday, September 29, 2012 04:25:10 UTC"	38.713	70.416	4	23.8	?	"35km S of Gharm	 Tajikistan"
ak	10567145	?	"Saturday, September 29, 2012 03:58:07 UTC"	51.6178	-178.1496	3.4	11.7	?	"29km S of Tanaga Volcano	 Alaska"
ak	10567139	?	"Saturday, September 29, 2012 03:47:08 UTC"	51.6147	-178.0468	3.6	13	?	"30km SSE of Tanaga Volcano	 Alaska"
ak	10567137	?	"Saturday, September 29, 2012 03:39:12 UTC"	51.4181	-178.2215	3.5	19.7	?	"52km S of Tanaga Volcano	 Alaska"
pr	12273001	?	"Saturday, September 29, 2012 03:28:50 UTC"	18.3582	-67.4016	3	101	?	"16km W of Rincon	 Puerto Rico"
pr	12273006	?	"Saturday, September 29, 2012 03:06:08 UTC"	19.7003	-64.2912	3	25	?	"146km NNE of Road Town	 British Virgin Islands"
us	2012gcby	?	"Saturday, September 29, 2012 03:00:46 UTC"	-23.067	172.074	4.3	21.4	?	"73km S of Ile Hunter	 New Caledonia"
us	2012gcbx	?	"Saturday, September 29, 2012 02:48:28 UTC"	-3.037	130.059	4.2	35	?	"131km ENE of Amahai	 Indonesia"
us	c000cy18	?	"Saturday, September 29, 2012 02:39:35 UTC"	35.412	27.816	4.2	0	?	"55km E of Karpathos	 Greece"
us	c000cy0t	?	"Saturday, September 29, 2012 01:26:12 UTC"	-23.952	-66.71	4.4	192.7	?	"49km NW of San Antonio de los Cobres	 Argentina"
pr	12273000	?	"Saturday, September 29, 2012 01:14:20 UTC"	18.1742	-68.5463	3.2	15	?	"23km SSE of Boca de Yuma	 Dominican Republic"
us	c000cy0c	?	"Saturday, September 29, 2012 00:59:47 UTC"	34.716	-106.796	3.5	5	?	"5km WSW of Los Chaves	 New Mexico"
ak	10567009	?	"Saturday, September 29, 2012 00:48:33 UTC"	51.4735	-178.1978	3.2	14.8	?	"45km S of Tanaga Volcano	 Alaska"
us	c000cy0a	?	"Saturday, September 29, 2012 00:39:44 UTC"	38.532	14.793	4.4	252.1	?	"15km WNW of Lipari	 Italy"
ak	10567002	?	"Saturday, September 29, 2012 00:04:38 UTC"	51.6485	-178.0628	3.2	13.3	?	"26km SSE of Tanaga Volcano	 Alaska"
us	c000cxzx	?	"Friday, September 28, 2012 23:22:31 UTC"	-8.939	157.443	5.2	12.6	?	"113km SE of Gizo	 Solomon Islands"
pr	12272019	?	"Friday, September 28, 2012 22:38:15 UTC"	19.6215	-64.407	3.5	42	?	"135km N of Road Town	 British Virgin Islands"
ak	10566951	?	"Friday, September 28, 2012 22:29:44 UTC"	51.4992	-178.137	2.9	13.2	?	"42km S of Tanaga Volcano	 Alaska"
us	c000cxyd	?	"Friday, September 28, 2012 22:14:44 UTC"	29.308	67.918	4.3	10	?	"26km S of Sibi	 Pakistan"
ak	10566944	?	"Friday, September 28, 2012 22:10:09 UTC"	51.4075	-178.154	2.6	12.9	?	"53km S of Tanaga Volcano	 Alaska"
pr	12272018	?	"Friday, September 28, 2012 21:55:05 UTC"	19.6089	-64.2472	3.4	43	?	"137km NNE of Road Town	 British Virgin Islands"
ak	10566934	?	"Friday, September 28, 2012 21:34:51 UTC"	51.5624	-178.105	3.1	12.8	?	"35km S of Tanaga Volcano	 Alaska"
ci	15222329	?	"Friday, September 28, 2012 21:21:02 UTC"	32.2165	-115.2493	3	10	?	"7km W of Alberto Oviedo Mota	 Mexico"
ak	10566924	?	"Friday, September 28, 2012 21:15:42 UTC"	51.1354	-178.4426	3	47.8	?	"48km ESE of Amatignak Island	 Alaska"
pr	12272016	?	"Friday, September 28, 2012 20:33:18 UTC"	19.408	-64.3133	3.4	71	?	"114km NNE of Road Town	 British Virgin Islands"
pr	12272017	?	"Friday, September 28, 2012 20:05:13 UTC"	19.6396	-64.2177	3.3	57	?	"141km NNE of Road Town	 British Virgin Islands"
pr	12272014	?	"Friday, September 28, 2012 19:37:05 UTC"	19.6811	-64.3929	3.3	24	?	"141km N of Road Town	 British Virgin Islands"
pr	12272015	?	"Friday, September 28, 2012 19:29:19 UTC"	19.5335	-64.2926	3.3	65	?	"128km NNE of Road Town	 British Virgin Islands"
pr	12272013	?	"Friday, September 28, 2012 19:11:56 UTC"	19.5911	-64.3423	3.4	54	?	"133km NNE of Road Town	 British Virgin Islands"
ak	10566876	?	"Friday, September 28, 2012 19:03:17 UTC"	51.5123	-178.1118	2.7	13.2	?	"41km S of Tanaga Volcano	 Alaska"
us	c000cxrb	?	"Friday, September 28, 2012 18:50:26 UTC"	20.068	-64.325	4.5	28	?	"185km N of Road Town	 British Virgin Islands"
ak	10566823	?	"Friday, September 28, 2012 17:44:07 UTC"	51.5591	-178.1807	3.8	18.3	?	"36km S of Tanaga Volcano	 Alaska"
ak	10566814	?	"Friday, September 28, 2012 17:18:20 UTC"	53.5483	-164.8146	2.7	25.5	?	"90km SE of Akutan	 Alaska"
ak	10566811	?	"Friday, September 28, 2012 17:06:32 UTC"	51.4647	-178.1887	2.8	19.5	?	"46km S of Tanaga Volcano	 Alaska"
ci	15222209	?	"Friday, September 28, 2012 16:27:31 UTC"	32.2805	-115.2665	3.8	10	?	"10km WNW of Alberto Oviedo Mota	 Mexico"
nc	71849280	?	"Friday, September 28, 2012 16:25:55 UTC"	37.8525	-122.2487	2.7	6.9	?	"2km SE of Berkeley	 California"
ak	10566787	?	"Friday, September 28, 2012 16:22:04 UTC"	51.6056	-178.0415	2.8	15.1	?	"31km SSE of Tanaga Volcano	 Alaska"
pr	12272009	?	"Friday, September 28, 2012 16:17:13 UTC"	19.492	-66.2604	3.5	83	?	"113km N of Brenas	 Puerto Rico"
pr	12272011	?	"Friday, September 28, 2012 16:07:58 UTC"	19.6723	-64.307	3	24	?	"142km NNE of Road Town	 British Virgin Islands"
pr	12272010	?	"Friday, September 28, 2012 15:55:14 UTC"	19.4162	-64.4925	3.3	62	?	"111km N of Road Town	 British Virgin Islands"
pr	12272008	?	"Friday, September 28, 2012 15:36:26 UTC"	19.6291	-64.4282	4.1	10	?	"114km NNE of Road Town	 British Virgin Islands"
us	c000cxk4	?	"Friday, September 28, 2012 15:24:54 UTC"	24.636	-110.354	4.6	27.6	?	"52km N of La Paz	 Mexico"
uu	09281454	?	"Friday, September 28, 2012 14:54:34 UTC"	37.1632	-112.1082	2.7	7.3	?	"39km ENE of Kanab	 Utah"
us	c000cxje	?	"Friday, September 28, 2012 14:25:46 UTC"	13.762	120.756	4.7	130.1	?	"10km SSE of Hukay	 Philippines"
ak	10566750	?	"Friday, September 28, 2012 14:21:05 UTC"	54.5736	-162.5361	2.6	13.2	?	"64km ESE of False Pass	 Alaska"
uw	60457022	?	"Friday, September 28, 2012 13:46:00 UTC"	46.2323	-122.1118	2.7	9.4	?	"38km SSE of Morton	 Washington"
pr	12272007	?	"Friday, September 28, 2012 13:37:18 UTC"	19.3658	-64.1843	3.7	90	?	"114km NNE of Road Town	 British Virgin Islands"
ak	10566736	?	"Friday, September 28, 2012 13:04:50 UTC"	51.5217	-178.1887	3	23.7	?	"40km S of Tanaga Volcano	 Alaska"
ak	10566734	?	"Friday, September 28, 2012 13:03:08 UTC"	51.6125	-178.0514	2.6	13.2	?	"30km SSE of Tanaga Volcano	 Alaska"
ak	10566725	?	"Friday, September 28, 2012 12:36:26 UTC"	51.4864	-178.1007	3.1	11.8	?	"44km S of Tanaga Volcano	 Alaska"
ak	10566723	?	"Friday, September 28, 2012 12:26:57 UTC"	51.4997	-178.1952	3	18.9	?	"42km S of Tanaga Volcano	 Alaska"
ak	10566717	?	"Friday, September 28, 2012 12:13:13 UTC"	51.6057	-178.0771	2.9	13.4	?	"31km S of Tanaga Volcano	 Alaska"
us	c000cxia	?	"Friday, September 28, 2012 12:11:49 UTC"	13.473	144.464	4.6	118.7	?	"23km WNW of Agat Village	 Guam"
ak	10566715	?	"Friday, September 28, 2012 12:02:18 UTC"	51.5652	-177.9953	2.7	9.2	?	"36km SSE of Tanaga Volcano	 Alaska"
us	c000cxhy	?	"Friday, September 28, 2012 11:36:58 UTC"	36.795	143.714	4.9	17.6	?	"252km ESE of Namie	 Japan"
us	2012gbcr	?	"Friday, September 28, 2012 10:53:42 UTC"	48.048	-103.35	3.3	5	?	"22km ESE of Williston	 North Dakota"
nc	71849185	?	"Friday, September 28, 2012 10:20:51 UTC"	38.8243	-122.7945	2.5	2.2	?	"6km W of Cobb	 California"
us	c000cxhh	?	"Friday, September 28, 2012 10:18:36 UTC"	-24.131	-66.909	4.2	204.5	?	"60km W of San Antonio de los Cobres	 Argentina"
ak	10566691	?	"Friday, September 28, 2012 10:12:26 UTC"	51.5156	-178.1257	4.1	16.2	?	"40km S of Tanaga Volcano	 Alaska"
ak	10566689	?	"Friday, September 28, 2012 10:06:00 UTC"	55.5628	-161.6363	2.9	164.8	?	"76km WNW of Sand Point	 Alaska"
pr	12272006	?	"Friday, September 28, 2012 09:17:35 UTC"	19.554	-64.2776	3.4	56	?	"130km NNE of Road Town	 British Virgin Islands"
ak	10566683	?	"Friday, September 28, 2012 09:14:19 UTC"	52.2913	-167.3763	2.8	23.1	?	"124km SE of Nikolski	 Alaska"
us	2012gbcs	?	"Friday, September 28, 2012 06:57:09 UTC"	-3.472	68.337	4.6	10	?	"Chagos Archipelago region"
us	2012gbcw	?	"Friday, September 28, 2012 06:50:13 UTC"	18.477	-101.335	4	72	?	"35km ESE of Nuevo Churumuco	 Mexico"
ak	10566651	?	"Friday, September 28, 2012 05:54:58 UTC"	51.5651	-178.1182	2.8	13.1	?	"35km S of Tanaga Volcano	 Alaska"
ak	10566644	?	"Friday, September 28, 2012 05:35:01 UTC"	51.5486	-178.0231	3.2	13.1	?	"38km SSE of Tanaga Volcano	 Alaska"
pr	12272005	?	"Friday, September 28, 2012 05:21:00 UTC"	19.6501	-64.419	2.7	25	?	"138km N of Road Town	 British Virgin Islands"
us	2012gbad	?	"Friday, September 28, 2012 04:39:01 UTC"	-11.83	-76.48	4.4	100	?	"8km WNW of Matucana	 Peru"
hv	60405411	?	"Friday, September 28, 2012 04:28:25 UTC"	19.1913	-155.6027	2.7	8.2	?	"12km W of Pahala	 Hawaii"
pr	12272004	?	"Friday, September 28, 2012 04:12:44 UTC"	19.5884	-64.3338	2.8	12	?	"133km NNE of Road Town	 British Virgin Islands"
us	2012gbbq	?	"Friday, September 28, 2012 03:27:24 UTC"	-10.708	113.803	4.3	35	?	"236km S of Sidorukun	 Indonesia"
us	c000cxev	?	"Friday, September 28, 2012 03:11:50 UTC"	-31.43	-67.915	4.1	96.4	?	"42km NE of Caucete	 Argentina"
us	2012gbbm	?	"Friday, September 28, 2012 02:08:33 UTC"	-19.328	-173.496	4.2	54	?	"90km SE of Neiafu	 Tonga"
ak	10566571	?	"Friday, September 28, 2012 01:49:36 UTC"	51.6142	-178.021	2.9	19.2	?	"31km SSE of Tanaga Volcano	 Alaska"
us	2012gbbl	?	"Friday, September 28, 2012 01:47:36 UTC"	-8.805	157.405	4.2	10	?	"99km SE of Gizo	 Solomon Islands"
ak	10566570	?	"Friday, September 28, 2012 01:45:08 UTC"	51.4351	-178.1606	2.7	10.5	?	"49km S of Tanaga Volcano	 Alaska"
pr	12272003	?	"Friday, September 28, 2012 01:35:46 UTC"	18.0193	-65.392	3.1	24	?	"12km SE of Esperanza	 Puerto Rico"
us	2012gbbk	?	"Friday, September 28, 2012 01:33:54 UTC"	-8.881	157.348	4.2	10	?	"102km SSE of Gizo	 Solomon Islands"
ak	10566557	?	"Friday, September 28, 2012 01:15:58 UTC"	51.552	-178.1171	3.1	13.7	?	"36km S of Tanaga Volcano	 Alaska"
pr	12272002	?	"Friday, September 28, 2012 01:04:57 UTC"	19.0412	-67.8237	2.9	17	?	"79km NE of Punta Cana	 Dominican Republic"
ak	10566534	?	"Friday, September 28, 2012 00:46:19 UTC"	51.5836	-178.0392	2.6	13.3	?	"34km SSE of Tanaga Volcano	 Alaska"
pr	12272000	?	"Friday, September 28, 2012 00:41:53 UTC"	19.5613	-64.347	3.4	55	?	"129km NNE of Road Town	 British Virgin Islands"
pr	12272001	?	"Friday, September 28, 2012 00:31:57 UTC"	19.6401	-64.3701	3.4	8	?	"137km N of Road Town	 British Virgin Islands"
ak	10566518	?	"Friday, September 28, 2012 00:00:13 UTC"	51.5063	-178.2103	2.9	26.6	?	"42km S of Tanaga Volcano	 Alaska"
pr	12271004	?	"Thursday, September 27, 2012 23:59:39 UTC"	18.5461	-68.9629	3.2	101	?	"4km SSE of Guaymate	 Dominican Republic"
us	c000cxd5	?	"Thursday, September 27, 2012 23:53:49 UTC"	-8.845	157.48	5.8	10	?	"108km SE of Gizo	 Solomon Islands"
us	2012gaa2	?	"Thursday, September 27, 2012 23:07:26 UTC"	-28.475	-70.084	4.6	99.4	?	"66km E of Vallenar	 Chile"
us	c000cx8f	?	"Thursday, September 27, 2012 22:18:23 UTC"	-22.883	-68.947	4.6	101.9	?	"46km S of Calama	 Chile"
pr	12271003	?	"Thursday, September 27, 2012 21:06:04 UTC"	19.6315	-64.2246	3.3	62	?	"140km NNE of Road Town	 British Virgin Islands"
ak	10566340	?	"Thursday, September 27, 2012 20:54:25 UTC"	51.5678	-178.0548	3.1	4.3	?	"35km S of Tanaga Volcano	 Alaska"
ak	10566336	?	"Thursday, September 27, 2012 20:45:18 UTC"	51.5375	-178.1079	2.5	13.1	?	"38km S of Tanaga Volcano	 Alaska"
ak	10566333	?	"Thursday, September 27, 2012 20:26:17 UTC"	51.5072	-178.0885	2.7	13.2	?	"42km S of Tanaga Volcano	 Alaska"
ak	10566270	?	"Thursday, September 27, 2012 18:02:28 UTC"	51.3905	-178.2173	2.8	9.4	?	"55km S of Tanaga Volcano	 Alaska"
ak	10566257	?	"Thursday, September 27, 2012 17:37:06 UTC"	54.069	-163.593	3.2	20	?	"87km S of False Pass	 Alaska"
ak	10569932	?	"Thursday, September 27, 2012 17:29:27 UTC"	65.2302	-166.5841	3	10	?	"98km NW of Nome	 Alaska"
ak	10566245	?	"Thursday, September 27, 2012 17:05:23 UTC"	51.5398	-178.0591	2.5	13.3	?	"38km S of Tanaga Volcano	 Alaska"
us	c000cwyc	?	"Thursday, September 27, 2012 16:54:43 UTC"	-24.859	-179.58	4.7	473.5	?	"South of the Fiji Islands"
us	c000cwxv	?	"Thursday, September 27, 2012 16:38:59 UTC"	-20.029	-69.089	4.8	90.8	?	"112km E of Iquique	 Chile"
ak	10566206	?	"Thursday, September 27, 2012 16:18:46 UTC"	51.4818	-178.2245	3	25.4	?	"45km S of Tanaga Volcano	 Alaska"
ak	10566200	?	"Thursday, September 27, 2012 16:05:25 UTC"	51.5335	-178.1414	2.9	12	?	"38km S of Tanaga Volcano	 Alaska"
us	c000cwwg	?	"Thursday, September 27, 2012 15:36:07 UTC"	24.634	-110.295	4.2	11.4	?	"51km N of La Paz	 Mexico"
ak	10566193	?	"Thursday, September 27, 2012 15:30:27 UTC"	51.4971	-178.1107	3.2	6.8	?	"43km S of Tanaga Volcano	 Alaska"
ak	10566177	?	"Thursday, September 27, 2012 14:49:38 UTC"	51.5104	-178.0798	2.9	13.1	?	"41km S of Tanaga Volcano	 Alaska"
ak	10566165	?	"Thursday, September 27, 2012 13:42:34 UTC"	51.4929	-178.1197	2.5	13.2	?	"43km S of Tanaga Volcano	 Alaska"
ak	10566160	?	"Thursday, September 27, 2012 13:19:50 UTC"	51.4845	-178.1283	3.1	7	?	"44km S of Tanaga Volcano	 Alaska"
ak	10566159	?	"Thursday, September 27, 2012 13:17:37 UTC"	51.3888	-178.1831	2.9	14.6	?	"55km S of Tanaga Volcano	 Alaska"
us	c000cwv2	?	"Thursday, September 27, 2012 13:14:30 UTC"	15.442	-91.632	4.5	228.6	?	"0km N of San Juan Atitan	 Guatemala"
ak	10566158	?	"Thursday, September 27, 2012 13:12:28 UTC"	51.5912	-178.0207	2.6	12.8	?	"33km SSE of Tanaga Volcano	 Alaska"
ak	10566150	?	"Thursday, September 27, 2012 12:53:28 UTC"	51.4643	-178.1221	3	8.5	?	"46km S of Tanaga Volcano	 Alaska"
ak	10569888	?	"Thursday, September 27, 2012 12:51:33 UTC"	51.5397	-178.1095	2.6	13.1	?	"38km S of Tanaga Volcano	 Alaska"
ak	10566148	?	"Thursday, September 27, 2012 12:42:22 UTC"	51.5252	-178.0909	2.7	17.2	?	"40km S of Tanaga Volcano	 Alaska"
us	c000cwuw	?	"Thursday, September 27, 2012 12:38:43 UTC"	37.629	95.888	4.5	32.9	?	"50km NE of Xitieshan	 China"
ak	10569881	?	"Thursday, September 27, 2012 12:05:05 UTC"	51.5011	-178.073	2.5	13.6	?	"42km S of Tanaga Volcano	 Alaska"
us	c000cwua	?	"Thursday, September 27, 2012 11:24:11 UTC"	24.419	-110.135	4	10.2	?	"32km NNE of La Paz	 Mexico"
ak	10566135	?	"Thursday, September 27, 2012 10:57:04 UTC"	51.5085	-178.1232	2.8	13.3	?	"41km S of Tanaga Volcano	 Alaska"
ak	10566129	?	"Thursday, September 27, 2012 10:41:12 UTC"	61.9706	-154.2648	3.3	10	?	"129km SSE of McGrath	 Alaska"
us	c000cwtl	?	"Thursday, September 27, 2012 10:28:40 UTC"	-9.422	123.5435	4.8	98.08	?	"31km NW of Naisano Dua	 Indonesia"
hv	60405156	?	"Thursday, September 27, 2012 09:44:48 UTC"	19.4098	-155.3035	2.6	4	?	"7km WSW of Volcano	 Hawaii"
ak	10566120	?	"Thursday, September 27, 2012 09:35:03 UTC"	51.4254	-178.1801	3.2	14.4	?	"51km S of Tanaga Volcano	 Alaska"
ak	10566118	?	"Thursday, September 27, 2012 09:25:01 UTC"	51.5	-178.1275	2.5	16.6	?	"42km S of Tanaga Volcano	 Alaska"
ak	10566116	?	"Thursday, September 27, 2012 09:21:58 UTC"	51.4639	-178.1247	3.2	13.1	?	"46km S of Tanaga Volcano	 Alaska"
ak	10566114	?	"Thursday, September 27, 2012 09:17:36 UTC"	51.5978	-178.0679	3.3	12.7	?	"32km S of Tanaga Volcano	 Alaska"
ak	10566113	?	"Thursday, September 27, 2012 09:12:21 UTC"	51.5544	-178.0793	3.3	4.8	?	"36km S of Tanaga Volcano	 Alaska"
ak	10566111	?	"Thursday, September 27, 2012 08:58:26 UTC"	51.436	-178.1151	3.4	6	?	"49km S of Tanaga Volcano	 Alaska"
ak	10566110	?	"Thursday, September 27, 2012 08:55:06 UTC"	51.4853	-178.1061	3.1	4.6	?	"44km S of Tanaga Volcano	 Alaska"
ak	10566109	?	"Thursday, September 27, 2012 08:53:22 UTC"	51.5036	-178.1263	2.5	18.3	?	"42km S of Tanaga Volcano	 Alaska"
ci	15221713	?	"Thursday, September 27, 2012 08:36:34 UTC"	36.8898	-117.4143	3.2	7.6	?	"59km W of Beatty	 Nevada"
ak	10566100	?	"Thursday, September 27, 2012 08:26:14 UTC"	51.5204	-178.0871	3.6	4.8	?	"40km S of Tanaga Volcano	 Alaska"
ak	10566095	?	"Thursday, September 27, 2012 08:07:03 UTC"	51.5368	-178.0702	2.8	13.2	?	"38km S of Tanaga Volcano	 Alaska"
ak	10566087	?	"Thursday, September 27, 2012 07:58:17 UTC"	51.5123	-178.0686	3.2	4.8	?	"41km S of Tanaga Volcano	 Alaska"
ak	10569835	?	"Thursday, September 27, 2012 07:49:36 UTC"	51.6114	-178.0908	2.5	17.3	?	"30km S of Tanaga Volcano	 Alaska"
ak	10566085	?	"Thursday, September 27, 2012 07:49:04 UTC"	51.5911	-178.0939	2.7	28.8	?	"32km S of Tanaga Volcano	 Alaska"
ak	10569831	?	"Thursday, September 27, 2012 07:43:03 UTC"	51.5875	-178.1217	2.5	17.9	?	"33km S of Tanaga Volcano	 Alaska"
ak	10569828	?	"Thursday, September 27, 2012 07:34:25 UTC"	51.5204	-178.1917	2.5	27.9	?	"40km S of Tanaga Volcano	 Alaska"
ak	10569827	?	"Thursday, September 27, 2012 07:28:41 UTC"	51.6281	-178.0559	2.5	22.8	?	"29km SSE of Tanaga Volcano	 Alaska"
ak	10569825	?	"Thursday, September 27, 2012 07:26:05 UTC"	51.6115	-178.1199	2.5	22.9	?	"30km S of Tanaga Volcano	 Alaska"
us	c000cws9	?	"Thursday, September 27, 2012 07:16:10 UTC"	51.681	-177.645	4.5	37.9	?	"41km ESE of Tanaga Volcano	 Alaska"
ak	10566076	?	"Thursday, September 27, 2012 07:12:49 UTC"	51.3661	-178.2162	2.9	13.1	?	"57km S of Tanaga Volcano	 Alaska"
ak	10569820	?	"Thursday, September 27, 2012 07:10:08 UTC"	51.5438	-178.1963	2.5	28.9	?	"38km S of Tanaga Volcano	 Alaska"
ak	10569818	?	"Thursday, September 27, 2012 07:02:59 UTC"	51.3982	-178.2083	2.6	19.3	?	"54km S of Tanaga Volcano	 Alaska"
ak	10566072	?	"Thursday, September 27, 2012 06:51:30 UTC"	51.5066	-178.0974	3	13.2	?	"42km S of Tanaga Volcano	 Alaska"
ak	10569812	?	"Thursday, September 27, 2012 06:31:23 UTC"	51.4353	-178.2454	2.5	28.5	?	"50km S of Tanaga Volcano	 Alaska"
ak	10566064	?	"Thursday, September 27, 2012 06:00:50 UTC"	51.4566	-178.2443	3	25.6	?	"48km S of Tanaga Volcano	 Alaska"
nc	71848650	?	"Thursday, September 27, 2012 05:58:59 UTC"	38.8273	-122.8507	2.7	2.7	?	"11km W of Cobb	 California"
ak	10566062	?	"Thursday, September 27, 2012 05:54:23 UTC"	51.506	-178.2059	2.9	25.8	?	"42km S of Tanaga Volcano	 Alaska"
nc	71848645	?	"Thursday, September 27, 2012 05:39:22 UTC"	39.4175	-123.5352	2.6	3.2	?	"13km WSW of Brooktrails	 California"
nc	71848630	?	"Thursday, September 27, 2012 05:21:53 UTC"	39.4673	-123.1102	2.5	3.9	?	"22km ENE of Willits	 California"
ak	10566050	?	"Thursday, September 27, 2012 05:12:08 UTC"	51.4515	-178.2128	2.8	17.9	?	"48km S of Tanaga Volcano	 Alaska"
ak	10566048	?	"Thursday, September 27, 2012 05:09:38 UTC"	51.5435	-178.0933	2.5	19.2	?	"38km S of Tanaga Volcano	 Alaska"
ak	10566038	?	"Thursday, September 27, 2012 05:02:20 UTC"	59.6879	-152.4294	2.8	70.3	?	"35km WSW of Anchor Point	 Alaska"
ak	10566043	?	"Thursday, September 27, 2012 05:01:02 UTC"	51.5154	-178.1002	2.6	13.1	?	"41km S of Tanaga Volcano	 Alaska"
ak	10566039	?	"Thursday, September 27, 2012 04:58:54 UTC"	51.5599	-178.0901	2.7	17.1	?	"36km S of Tanaga Volcano	 Alaska"
ak	10566035	?	"Thursday, September 27, 2012 04:54:26 UTC"	51.5785	-178.043	3.1	12.8	?	"34km SSE of Tanaga Volcano	 Alaska"
